,categories,title,rating,price,review_count,name,city,state
562,Italian,Italian,4.0,$$$,52,Fig & Vine,New York,NY
563,Italian,Italian,4.0,$$$,52,Fig & Vine,New York,NY
564,Italian,Italian,4.0,$$$,52,Fig & Vine,New York,NY
565,Italian,Italian,4.0,$$$,52,Fig & Vine,New York,NY
566,Italian,Italian,4.0,$$$,52,Fig & Vine,New York,NY
567,Italian,Italian,4.0,$$$,52,Fig & Vine,New York,NY
568,Italian,Italian,4.0,$$$,52,Fig & Vine,New York,NY
569,Italian,Italian,4.0,$$$,52,Fig & Vine,New York,NY
570,Italian,Italian,4.0,$$$,52,Fig & Vine,New York,NY
571,Italian,Italian,4.0,$$$,52,Fig & Vine,New York,NY
572,Italian,Italian,4.0,$$$,52,Fig & Vine,New York,NY
573,Italian,Italian,4.0,$$$,52,Fig & Vine,New York,NY
574,Italian,Italian,4.0,$$$,52,Fig & Vine,New York,NY
575,Italian,Italian,4.0,$$$,52,Fig & Vine,New York,NY
576,Italian,Italian,4.0,$$$,52,Fig & Vine,New York,NY
577,Italian,Italian,4.0,$$$,52,Fig & Vine,New York,NY
578,Italian,Italian,4.0,$$$,52,Fig & Vine,New York,NY
579,Italian,Italian,4.0,$$$,52,Fig & Vine,New York,NY
580,Italian,Italian,4.0,$$$,52,Fig & Vine,New York,NY
581,Italian,Italian,4.0,$$$,52,Fig & Vine,New York,NY
582,Italian,Italian,4.0,$$$,52,Fig & Vine,New York,NY
583,Italian,Italian,4.0,$$$,52,Fig & Vine,New York,NY
584,Italian,Italian,4.0,$$$,52,Fig & Vine,New York,NY
585,Italian,Italian,4.0,$$$,52,Fig & Vine,New York,NY
586,Italian,Italian,4.0,$$$,52,Fig & Vine,New York,NY
587,Italian,Italian,4.0,$$$,52,Fig & Vine,New York,NY
588,Italian,Italian,4.0,$$$,52,Fig & Vine,New York,NY
589,Italian,Italian,4.0,$$$,52,Fig & Vine,New York,NY
590,Italian,Italian,4.0,$$$,52,Fig & Vine,New York,NY
591,Italian,Italian,4.0,$$$,52,Fig & Vine,New York,NY
592,Italian,Italian,4.0,$$$,52,Fig & Vine,New York,NY
593,Italian,Italian,4.0,$$$,52,Fig & Vine,New York,NY
594,Italian,Italian,4.0,$$$,52,Fig & Vine,New York,NY
595,Italian,Italian,4.0,$$$,52,Fig & Vine,New York,NY
596,Italian,Italian,4.0,$$$,52,Fig & Vine,New York,NY
597,Italian,Italian,4.0,$$$,52,Fig & Vine,New York,NY
598,Italian,Italian,4.0,$$$,52,Fig & Vine,New York,NY
599,Italian,Italian,4.0,$$$,52,Fig & Vine,New York,NY
600,Italian,Italian,4.0,$$$,52,Fig & Vine,New York,NY
601,Italian,Italian,4.0,$$$,52,Fig & Vine,New York,NY
602,Italian,Italian,4.0,$$$,52,Fig & Vine,New York,NY
603,Italian,Italian,4.0,$$$,52,Fig & Vine,New York,NY
604,Italian,Italian,4.0,$$$,52,Fig & Vine,New York,NY
864,Cantonese,Cantonese,4.0,$$,181,Precious Island Dim Sum,Staten Island,NY
865,Cantonese,Cantonese,4.0,$$,181,Precious Island Dim Sum,Staten Island,NY
866,Cantonese,Cantonese,4.0,$$,181,Precious Island Dim Sum,Staten Island,NY
867,Cantonese,Cantonese,4.0,$$,181,Precious Island Dim Sum,Staten Island,NY
868,Cantonese,Cantonese,4.0,$$,181,Precious Island Dim Sum,Staten Island,NY
869,Cantonese,Cantonese,4.0,$$,181,Precious Island Dim Sum,Staten Island,NY
870,Cantonese,Cantonese,4.0,$$,181,Precious Island Dim Sum,Staten Island,NY
871,Cantonese,Cantonese,4.0,$$,181,Precious Island Dim Sum,Staten Island,NY
872,Cantonese,Cantonese,4.0,$$,181,Precious Island Dim Sum,Staten Island,NY
873,Cantonese,Cantonese,4.0,$$,181,Precious Island Dim Sum,Staten Island,NY
874,Cantonese,Cantonese,4.0,$$,181,Precious Island Dim Sum,Staten Island,NY
875,Cantonese,Cantonese,4.0,$$,181,Precious Island Dim Sum,Staten Island,NY
876,Cantonese,Cantonese,4.0,$$,181,Precious Island Dim Sum,Staten Island,NY
877,Cantonese,Cantonese,4.0,$$,181,Precious Island Dim Sum,Staten Island,NY
878,Cantonese,Cantonese,4.0,$$,181,Precious Island Dim Sum,Staten Island,NY
879,Cantonese,Cantonese,4.0,$$,181,Precious Island Dim Sum,Staten Island,NY
880,Cantonese,Cantonese,4.0,$$,181,Precious Island Dim Sum,Staten Island,NY
881,Cantonese,Cantonese,4.0,$$,181,Precious Island Dim Sum,Staten Island,NY
882,Cantonese,Cantonese,4.0,$$,181,Precious Island Dim Sum,Staten Island,NY
883,Cantonese,Cantonese,4.0,$$,181,Precious Island Dim Sum,Staten Island,NY
884,Cantonese,Cantonese,4.0,$$,181,Precious Island Dim Sum,Staten Island,NY
885,Cantonese,Cantonese,4.0,$$,181,Precious Island Dim Sum,Staten Island,NY
886,Cantonese,Cantonese,4.0,$$,181,Precious Island Dim Sum,Staten Island,NY
887,Cantonese,Cantonese,4.0,$$,181,Precious Island Dim Sum,Staten Island,NY
888,Cantonese,Cantonese,4.0,$$,181,Precious Island Dim Sum,Staten Island,NY
889,Cantonese,Cantonese,4.0,$$,181,Precious Island Dim Sum,Staten Island,NY
890,Cantonese,Cantonese,4.0,$$,181,Precious Island Dim Sum,Staten Island,NY
891,Cantonese,Cantonese,4.0,$$,181,Precious Island Dim Sum,Staten Island,NY
892,Cantonese,Cantonese,4.0,$$,181,Precious Island Dim Sum,Staten Island,NY
893,Cantonese,Cantonese,4.0,$$,181,Precious Island Dim Sum,Staten Island,NY
894,Cantonese,Cantonese,4.0,$$,181,Precious Island Dim Sum,Staten Island,NY
895,Cantonese,Cantonese,4.0,$$,181,Precious Island Dim Sum,Staten Island,NY
896,Cantonese,Cantonese,4.0,$$,181,Precious Island Dim Sum,Staten Island,NY
897,Cantonese,Cantonese,4.0,$$,181,Precious Island Dim Sum,Staten Island,NY
898,Cantonese,Cantonese,4.0,$$,181,Precious Island Dim Sum,Staten Island,NY
899,Cantonese,Cantonese,4.0,$$,181,Precious Island Dim Sum,Staten Island,NY
900,Cantonese,Cantonese,4.0,$$,181,Precious Island Dim Sum,Staten Island,NY
901,Cantonese,Cantonese,4.0,$$,181,Precious Island Dim Sum,Staten Island,NY
902,Cantonese,Cantonese,4.0,$$,181,Precious Island Dim Sum,Staten Island,NY
903,Cantonese,Cantonese,4.0,$$,181,Precious Island Dim Sum,Staten Island,NY
904,Cantonese,Cantonese,4.0,$$,181,Precious Island Dim Sum,Staten Island,NY
905,Cantonese,Cantonese,4.0,$$,181,Precious Island Dim Sum,Staten Island,NY
906,Cantonese,Cantonese,4.0,$$,181,Precious Island Dim Sum,Staten Island,NY
907,Cantonese,Cantonese,4.0,$$,181,Precious Island Dim Sum,Staten Island,NY
908,Cantonese,Cantonese,4.0,$$,181,Precious Island Dim Sum,Staten Island,NY
909,Cantonese,Cantonese,4.0,$$,181,Precious Island Dim Sum,Staten Island,NY
910,Cantonese,Cantonese,4.0,$$,181,Precious Island Dim Sum,Staten Island,NY
911,Cantonese,Cantonese,4.0,$$,181,Precious Island Dim Sum,Staten Island,NY
912,Cantonese,Cantonese,4.0,$$,181,Precious Island Dim Sum,Staten Island,NY
913,Cantonese,Cantonese,4.0,$$,181,Precious Island Dim Sum,Staten Island,NY
914,Cantonese,Cantonese,4.0,$$,181,Precious Island Dim Sum,Staten Island,NY
915,Cantonese,Cantonese,4.0,$$,181,Precious Island Dim Sum,Staten Island,NY
916,Cantonese,Cantonese,4.0,$$,181,Precious Island Dim Sum,Staten Island,NY
917,Cantonese,Cantonese,4.0,$$,181,Precious Island Dim Sum,Staten Island,NY
918,Cantonese,Cantonese,4.0,$$,181,Precious Island Dim Sum,Staten Island,NY
919,Cantonese,Cantonese,4.0,$$,181,Precious Island Dim Sum,Staten Island,NY
920,Cantonese,Cantonese,4.0,$$,181,Precious Island Dim Sum,Staten Island,NY
921,Cantonese,Cantonese,4.0,$$,181,Precious Island Dim Sum,Staten Island,NY
922,Cantonese,Cantonese,4.0,$$,181,Precious Island Dim Sum,Staten Island,NY
923,Cantonese,Cantonese,4.0,$$,181,Precious Island Dim Sum,Staten Island,NY
924,Cantonese,Cantonese,4.0,$$,181,Precious Island Dim Sum,Staten Island,NY
925,Cantonese,Cantonese,4.0,$$,181,Precious Island Dim Sum,Staten Island,NY
926,Cantonese,Cantonese,4.0,$$,181,Precious Island Dim Sum,Staten Island,NY
927,Cantonese,Cantonese,4.0,$$,181,Precious Island Dim Sum,Staten Island,NY
928,Cantonese,Cantonese,4.0,$$,181,Precious Island Dim Sum,Staten Island,NY
929,Cantonese,Cantonese,4.0,$$,181,Precious Island Dim Sum,Staten Island,NY
930,Cantonese,Cantonese,4.0,$$,181,Precious Island Dim Sum,Staten Island,NY
931,Cantonese,Cantonese,4.0,$$,181,Precious Island Dim Sum,Staten Island,NY
932,Cantonese,Cantonese,4.0,$$,181,Precious Island Dim Sum,Staten Island,NY
933,Cantonese,Cantonese,4.0,$$,181,Precious Island Dim Sum,Staten Island,NY
934,Cantonese,Cantonese,4.0,$$,181,Precious Island Dim Sum,Staten Island,NY
935,Cantonese,Cantonese,4.0,$$,181,Precious Island Dim Sum,Staten Island,NY
936,Cantonese,Cantonese,4.0,$$,181,Precious Island Dim Sum,Staten Island,NY
937,Cantonese,Cantonese,4.0,$$,181,Precious Island Dim Sum,Staten Island,NY
938,Cantonese,Cantonese,4.0,$$,181,Precious Island Dim Sum,Staten Island,NY
939,Cantonese,Cantonese,4.0,$$,181,Precious Island Dim Sum,Staten Island,NY
940,Cantonese,Cantonese,4.0,$$,181,Precious Island Dim Sum,Staten Island,NY
941,Cantonese,Cantonese,4.0,$$,181,Precious Island Dim Sum,Staten Island,NY
942,Cantonese,Cantonese,4.0,$$,181,Precious Island Dim Sum,Staten Island,NY
943,Cantonese,Cantonese,4.0,$$,181,Precious Island Dim Sum,Staten Island,NY
944,Cantonese,Cantonese,4.0,$$,181,Precious Island Dim Sum,Staten Island,NY
945,Spanish,Spanish,4.0,$$$,612,Beso,Staten Island,NY
946,Spanish,Spanish,4.0,$$$,612,Beso,Staten Island,NY
947,Spanish,Spanish,4.0,$$$,612,Beso,Staten Island,NY
948,Spanish,Spanish,4.0,$$$,612,Beso,Staten Island,NY
949,Spanish,Spanish,4.0,$$$,612,Beso,Staten Island,NY
950,Spanish,Spanish,4.0,$$$,612,Beso,Staten Island,NY
951,Spanish,Spanish,4.0,$$$,612,Beso,Staten Island,NY
952,Spanish,Spanish,4.0,$$$,612,Beso,Staten Island,NY
953,Spanish,Spanish,4.0,$$$,612,Beso,Staten Island,NY
954,Spanish,Spanish,4.0,$$$,612,Beso,Staten Island,NY
955,Spanish,Spanish,4.0,$$$,612,Beso,Staten Island,NY
956,Spanish,Spanish,4.0,$$$,612,Beso,Staten Island,NY
957,Spanish,Spanish,4.0,$$$,612,Beso,Staten Island,NY
958,Spanish,Spanish,4.0,$$$,612,Beso,Staten Island,NY
959,Spanish,Spanish,4.0,$$$,612,Beso,Staten Island,NY
960,Spanish,Spanish,4.0,$$$,612,Beso,Staten Island,NY
961,Hot Pot,Hot Pot,4.0,$$,239,99 Favor Taste - Staten Island,Staten Island,NY
962,Hot Pot,Hot Pot,4.0,$$,239,99 Favor Taste - Staten Island,Staten Island,NY
963,Hot Pot,Hot Pot,4.0,$$,239,99 Favor Taste - Staten Island,Staten Island,NY
964,Hot Pot,Hot Pot,4.0,$$,239,99 Favor Taste - Staten Island,Staten Island,NY
965,Hot Pot,Hot Pot,4.0,$$,239,99 Favor Taste - Staten Island,Staten Island,NY
966,Hot Pot,Hot Pot,4.0,$$,239,99 Favor Taste - Staten Island,Staten Island,NY
967,Hot Pot,Hot Pot,4.0,$$,239,99 Favor Taste - Staten Island,Staten Island,NY
968,Hot Pot,Hot Pot,4.0,$$,239,99 Favor Taste - Staten Island,Staten Island,NY
969,Hot Pot,Hot Pot,4.0,$$,239,99 Favor Taste - Staten Island,Staten Island,NY
970,Hot Pot,Hot Pot,4.0,$$,239,99 Favor Taste - Staten Island,Staten Island,NY
971,Hot Pot,Hot Pot,4.0,$$,239,99 Favor Taste - Staten Island,Staten Island,NY
972,Hot Pot,Hot Pot,4.0,$$,239,99 Favor Taste - Staten Island,Staten Island,NY
973,Hot Pot,Hot Pot,4.0,$$,239,99 Favor Taste - Staten Island,Staten Island,NY
974,Hot Pot,Hot Pot,4.0,$$,239,99 Favor Taste - Staten Island,Staten Island,NY
975,Hot Pot,Hot Pot,4.0,$$,239,99 Favor Taste - Staten Island,Staten Island,NY
976,Hot Pot,Hot Pot,4.0,$$,239,99 Favor Taste - Staten Island,Staten Island,NY
977,Hot Pot,Hot Pot,4.0,$$,239,99 Favor Taste - Staten Island,Staten Island,NY
978,Hot Pot,Hot Pot,4.0,$$,239,99 Favor Taste - Staten Island,Staten Island,NY
979,Hot Pot,Hot Pot,4.0,$$,239,99 Favor Taste - Staten Island,Staten Island,NY
980,Hot Pot,Hot Pot,4.0,$$,239,99 Favor Taste - Staten Island,Staten Island,NY
981,Hot Pot,Hot Pot,4.0,$$,239,99 Favor Taste - Staten Island,Staten Island,NY
982,Hot Pot,Hot Pot,4.0,$$,239,99 Favor Taste - Staten Island,Staten Island,NY
983,Hot Pot,Hot Pot,4.0,$$,239,99 Favor Taste - Staten Island,Staten Island,NY
984,Hot Pot,Hot Pot,4.0,$$,239,99 Favor Taste - Staten Island,Staten Island,NY
985,Hot Pot,Hot Pot,4.0,$$,239,99 Favor Taste - Staten Island,Staten Island,NY
986,Hot Pot,Hot Pot,4.0,$$,239,99 Favor Taste - Staten Island,Staten Island,NY
987,Hot Pot,Hot Pot,4.0,$$,239,99 Favor Taste - Staten Island,Staten Island,NY
988,Hot Pot,Hot Pot,4.0,$$,239,99 Favor Taste - Staten Island,Staten Island,NY
989,Hot Pot,Hot Pot,4.0,$$,239,99 Favor Taste - Staten Island,Staten Island,NY
990,Hot Pot,Hot Pot,4.0,$$,239,99 Favor Taste - Staten Island,Staten Island,NY
991,Hot Pot,Hot Pot,4.0,$$,239,99 Favor Taste - Staten Island,Staten Island,NY
992,Hot Pot,Hot Pot,4.0,$$,239,99 Favor Taste - Staten Island,Staten Island,NY
993,Hot Pot,Hot Pot,4.0,$$,239,99 Favor Taste - Staten Island,Staten Island,NY
994,Hot Pot,Hot Pot,4.0,$$,239,99 Favor Taste - Staten Island,Staten Island,NY
995,Hot Pot,Hot Pot,4.0,$$,239,99 Favor Taste - Staten Island,Staten Island,NY
996,Hot Pot,Hot Pot,4.0,$$,239,99 Favor Taste - Staten Island,Staten Island,NY
997,Hot Pot,Hot Pot,4.0,$$,239,99 Favor Taste - Staten Island,Staten Island,NY
998,Hot Pot,Hot Pot,4.0,$$,239,99 Favor Taste - Staten Island,Staten Island,NY
999,Hot Pot,Hot Pot,4.0,$$,239,99 Favor Taste - Staten Island,Staten Island,NY
1000,Hot Pot,Hot Pot,4.0,$$,239,99 Favor Taste - Staten Island,Staten Island,NY
1001,Hot Pot,Hot Pot,4.0,$$,239,99 Favor Taste - Staten Island,Staten Island,NY
1002,Hot Pot,Hot Pot,4.0,$$,239,99 Favor Taste - Staten Island,Staten Island,NY
1003,Hot Pot,Hot Pot,4.0,$$,239,99 Favor Taste - Staten Island,Staten Island,NY
1004,Hot Pot,Hot Pot,4.0,$$,239,99 Favor Taste - Staten Island,Staten Island,NY
1005,Hot Pot,Hot Pot,4.0,$$,239,99 Favor Taste - Staten Island,Staten Island,NY
1006,Hot Pot,Hot Pot,4.0,$$,239,99 Favor Taste - Staten Island,Staten Island,NY
1007,Hot Pot,Hot Pot,4.0,$$,239,99 Favor Taste - Staten Island,Staten Island,NY
1008,Hot Pot,Hot Pot,4.0,$$,239,99 Favor Taste - Staten Island,Staten Island,NY
1009,Hot Pot,Hot Pot,4.0,$$,239,99 Favor Taste - Staten Island,Staten Island,NY
1010,Hot Pot,Hot Pot,4.0,$$,239,99 Favor Taste - Staten Island,Staten Island,NY
1011,Hot Pot,Hot Pot,4.0,$$,239,99 Favor Taste - Staten Island,Staten Island,NY
1012,Hot Pot,Hot Pot,4.0,$$,239,99 Favor Taste - Staten Island,Staten Island,NY
1013,Hot Pot,Hot Pot,4.0,$$,239,99 Favor Taste - Staten Island,Staten Island,NY
1014,Hot Pot,Hot Pot,4.0,$$,239,99 Favor Taste - Staten Island,Staten Island,NY
1015,Hot Pot,Hot Pot,4.0,$$,239,99 Favor Taste - Staten Island,Staten Island,NY
1016,Hot Pot,Hot Pot,4.0,$$,239,99 Favor Taste - Staten Island,Staten Island,NY
1017,Hot Pot,Hot Pot,4.0,$$,239,99 Favor Taste - Staten Island,Staten Island,NY
1018,Hot Pot,Hot Pot,4.0,$$,239,99 Favor Taste - Staten Island,Staten Island,NY
1019,Hot Pot,Hot Pot,4.0,$$,239,99 Favor Taste - Staten Island,Staten Island,NY
1020,Hot Pot,Hot Pot,4.0,$$,239,99 Favor Taste - Staten Island,Staten Island,NY
1021,Hot Pot,Hot Pot,4.0,$$,239,99 Favor Taste - Staten Island,Staten Island,NY
1022,Hot Pot,Hot Pot,4.0,$$,239,99 Favor Taste - Staten Island,Staten Island,NY
1023,Hot Pot,Hot Pot,4.0,$$,239,99 Favor Taste - Staten Island,Staten Island,NY
1024,Hot Pot,Hot Pot,4.0,$$,239,99 Favor Taste - Staten Island,Staten Island,NY
1025,Hot Pot,Hot Pot,4.0,$$,239,99 Favor Taste - Staten Island,Staten Island,NY
1026,Hot Pot,Hot Pot,4.0,$$,239,99 Favor Taste - Staten Island,Staten Island,NY
1027,Hot Pot,Hot Pot,4.0,$$,239,99 Favor Taste - Staten Island,Staten Island,NY
1028,Hot Pot,Hot Pot,4.0,$$,239,99 Favor Taste - Staten Island,Staten Island,NY
1029,Hot Pot,Hot Pot,4.0,$$,239,99 Favor Taste - Staten Island,Staten Island,NY
1030,Hot Pot,Hot Pot,4.0,$$,239,99 Favor Taste - Staten Island,Staten Island,NY
1031,Hot Pot,Hot Pot,4.0,$$,239,99 Favor Taste - Staten Island,Staten Island,NY
1032,Hot Pot,Hot Pot,4.0,$$,239,99 Favor Taste - Staten Island,Staten Island,NY
1033,Hot Pot,Hot Pot,4.0,$$,239,99 Favor Taste - Staten Island,Staten Island,NY
1034,Hot Pot,Hot Pot,4.0,$$,239,99 Favor Taste - Staten Island,Staten Island,NY
1035,Hot Pot,Hot Pot,4.0,$$,239,99 Favor Taste - Staten Island,Staten Island,NY
1036,Hot Pot,Hot Pot,4.0,$$,239,99 Favor Taste - Staten Island,Staten Island,NY
1037,Hot Pot,Hot Pot,4.0,$$,239,99 Favor Taste - Staten Island,Staten Island,NY
1038,Hot Pot,Hot Pot,4.0,$$,239,99 Favor Taste - Staten Island,Staten Island,NY
1039,Hot Pot,Hot Pot,4.0,$$,239,99 Favor Taste - Staten Island,Staten Island,NY
1040,Hot Pot,Hot Pot,4.0,$$,239,99 Favor Taste - Staten Island,Staten Island,NY
1041,Hot Pot,Hot Pot,4.0,$$,239,99 Favor Taste - Staten Island,Staten Island,NY
1042,Pizza,Pizza,4.0,$$,80,Campania Coal Fired Pizza,Staten Island,NY
1043,Pizza,Pizza,4.0,$$,80,Campania Coal Fired Pizza,Staten Island,NY
1044,Pizza,Pizza,4.0,$$,80,Campania Coal Fired Pizza,Staten Island,NY
1045,Pizza,Pizza,4.0,$$,80,Campania Coal Fired Pizza,Staten Island,NY
1046,Pizza,Pizza,4.0,$$,80,Campania Coal Fired Pizza,Staten Island,NY
1047,Pizza,Pizza,4.0,$$,80,Campania Coal Fired Pizza,Staten Island,NY
1048,Pizza,Pizza,4.0,$$,80,Campania Coal Fired Pizza,Staten Island,NY
1049,Pizza,Pizza,4.0,$$,80,Campania Coal Fired Pizza,Staten Island,NY
1050,Pizza,Pizza,4.0,$$,80,Campania Coal Fired Pizza,Staten Island,NY
1051,Pizza,Pizza,4.0,$$,80,Campania Coal Fired Pizza,Staten Island,NY
1052,Pizza,Pizza,4.0,$$,80,Campania Coal Fired Pizza,Staten Island,NY
1053,Pizza,Pizza,4.0,$$,80,Campania Coal Fired Pizza,Staten Island,NY
1054,Pizza,Pizza,4.0,$$,80,Campania Coal Fired Pizza,Staten Island,NY
1055,Pizza,Pizza,4.0,$$,80,Campania Coal Fired Pizza,Staten Island,NY
1056,Pizza,Pizza,4.0,$$,80,Campania Coal Fired Pizza,Staten Island,NY
1057,Pizza,Pizza,4.0,$$,80,Campania Coal Fired Pizza,Staten Island,NY
1058,Pizza,Pizza,4.0,$$,80,Campania Coal Fired Pizza,Staten Island,NY
1059,Pizza,Pizza,4.0,$$,80,Campania Coal Fired Pizza,Staten Island,NY
1060,Pizza,Pizza,4.0,$$,80,Campania Coal Fired Pizza,Staten Island,NY
1061,Pizza,Pizza,4.0,$$,80,Campania Coal Fired Pizza,Staten Island,NY
1062,Pizza,Pizza,4.0,$$,80,Campania Coal Fired Pizza,Staten Island,NY
1063,Pizza,Pizza,4.0,$$,80,Campania Coal Fired Pizza,Staten Island,NY
1064,Pizza,Pizza,4.0,$$,80,Campania Coal Fired Pizza,Staten Island,NY
1065,Pizza,Pizza,4.0,$$,80,Campania Coal Fired Pizza,Staten Island,NY
1066,Pizza,Pizza,4.0,$$,80,Campania Coal Fired Pizza,Staten Island,NY
1067,Pizza,Pizza,4.0,$$,80,Campania Coal Fired Pizza,Staten Island,NY
1068,Pizza,Pizza,4.0,$$,80,Campania Coal Fired Pizza,Staten Island,NY
1069,Pizza,Pizza,4.0,$$,80,Campania Coal Fired Pizza,Staten Island,NY
1070,Pizza,Pizza,4.0,$$,80,Campania Coal Fired Pizza,Staten Island,NY
1071,Pizza,Pizza,4.0,$$,80,Campania Coal Fired Pizza,Staten Island,NY
1072,Pizza,Pizza,4.0,$$,80,Campania Coal Fired Pizza,Staten Island,NY
1073,Pizza,Pizza,4.0,$$,80,Campania Coal Fired Pizza,Staten Island,NY
1074,Pizza,Pizza,4.0,$$,80,Campania Coal Fired Pizza,Staten Island,NY
1075,Pizza,Pizza,4.0,$$,80,Campania Coal Fired Pizza,Staten Island,NY
1076,Pizza,Pizza,4.0,$$,80,Campania Coal Fired Pizza,Staten Island,NY
1077,Pizza,Pizza,4.0,$$,80,Campania Coal Fired Pizza,Staten Island,NY
1078,Pizza,Pizza,4.0,$$,80,Campania Coal Fired Pizza,Staten Island,NY
1079,Pizza,Pizza,4.0,$$,80,Campania Coal Fired Pizza,Staten Island,NY
1080,Pizza,Pizza,4.0,$$,80,Campania Coal Fired Pizza,Staten Island,NY
1081,Pizza,Pizza,4.0,$$,80,Campania Coal Fired Pizza,Staten Island,NY
1082,Pizza,Pizza,4.0,$$,80,Campania Coal Fired Pizza,Staten Island,NY
1083,Pizza,Pizza,4.0,$$,80,Campania Coal Fired Pizza,Staten Island,NY
1084,Pizza,Pizza,4.0,$$,80,Campania Coal Fired Pizza,Staten Island,NY
1085,Pizza,Pizza,4.0,$$,80,Campania Coal Fired Pizza,Staten Island,NY
1086,Pizza,Pizza,4.0,$$,80,Campania Coal Fired Pizza,Staten Island,NY
1087,Pizza,Pizza,4.0,$$,80,Campania Coal Fired Pizza,Staten Island,NY
1088,Pizza,Pizza,4.0,$$,80,Campania Coal Fired Pizza,Staten Island,NY
1089,Pizza,Pizza,4.0,$$,80,Campania Coal Fired Pizza,Staten Island,NY
1090,Pizza,Pizza,4.0,$$,80,Campania Coal Fired Pizza,Staten Island,NY
1091,Pizza,Pizza,4.0,$$,80,Campania Coal Fired Pizza,Staten Island,NY
1092,Pizza,Pizza,4.0,$$,80,Campania Coal Fired Pizza,Staten Island,NY
1093,Pizza,Pizza,4.0,$$,80,Campania Coal Fired Pizza,Staten Island,NY
1094,Pizza,Pizza,4.0,$$,80,Campania Coal Fired Pizza,Staten Island,NY
1095,Pizza,Pizza,4.0,$$,80,Campania Coal Fired Pizza,Staten Island,NY
1096,Pizza,Pizza,4.0,$$,80,Campania Coal Fired Pizza,Staten Island,NY
1097,Pizza,Pizza,4.0,$$,80,Campania Coal Fired Pizza,Staten Island,NY
1098,Pizza,Pizza,4.0,$$,80,Campania Coal Fired Pizza,Staten Island,NY
1099,Pizza,Pizza,4.0,$$,80,Campania Coal Fired Pizza,Staten Island,NY
1100,Pizza,Pizza,4.0,$$,80,Campania Coal Fired Pizza,Staten Island,NY
1101,Pizza,Pizza,4.0,$$,80,Campania Coal Fired Pizza,Staten Island,NY
1102,Pizza,Pizza,4.0,$$,80,Campania Coal Fired Pizza,Staten Island,NY
1103,Pizza,Pizza,4.0,$$,80,Campania Coal Fired Pizza,Staten Island,NY
1104,Pizza,Pizza,4.0,$$,80,Campania Coal Fired Pizza,Staten Island,NY
1105,Pizza,Pizza,4.0,$$,80,Campania Coal Fired Pizza,Staten Island,NY
1106,Pizza,Pizza,4.0,$$,80,Campania Coal Fired Pizza,Staten Island,NY
1107,Pizza,Pizza,4.0,$$,80,Campania Coal Fired Pizza,Staten Island,NY
1108,Pizza,Pizza,4.0,$$,80,Campania Coal Fired Pizza,Staten Island,NY
1109,Pizza,Pizza,4.0,$$,80,Campania Coal Fired Pizza,Staten Island,NY
1110,Pizza,Pizza,4.0,$$,80,Campania Coal Fired Pizza,Staten Island,NY
1111,Pizza,Pizza,4.0,$$,80,Campania Coal Fired Pizza,Staten Island,NY
1112,Pizza,Pizza,4.0,$$,80,Campania Coal Fired Pizza,Staten Island,NY
1113,Pizza,Pizza,4.0,$$,80,Campania Coal Fired Pizza,Staten Island,NY
1114,Pizza,Pizza,4.0,$$,80,Campania Coal Fired Pizza,Staten Island,NY
1115,Pizza,Pizza,4.0,$$,80,Campania Coal Fired Pizza,Staten Island,NY
1116,Pizza,Pizza,4.0,$$,80,Campania Coal Fired Pizza,Staten Island,NY
1117,Pizza,Pizza,4.0,$$,80,Campania Coal Fired Pizza,Staten Island,NY
1118,Pizza,Pizza,4.0,$$,80,Campania Coal Fired Pizza,Staten Island,NY
1119,Pizza,Pizza,4.0,$$,80,Campania Coal Fired Pizza,Staten Island,NY
1120,Pizza,Pizza,4.0,$$,80,Campania Coal Fired Pizza,Staten Island,NY
1121,Pizza,Pizza,4.0,$$,80,Campania Coal Fired Pizza,Staten Island,NY
1122,Pizza,Pizza,4.0,$$,80,Campania Coal Fired Pizza,Staten Island,NY
1123,Peruvian,Peruvian,4.0,$$,301,Incas Grill Peruvian kitchen,Staten Island,NY
1124,Peruvian,Peruvian,4.0,$$,301,Incas Grill Peruvian kitchen,Staten Island,NY
1125,Peruvian,Peruvian,4.0,$$,301,Incas Grill Peruvian kitchen,Staten Island,NY
1126,Peruvian,Peruvian,4.0,$$,301,Incas Grill Peruvian kitchen,Staten Island,NY
1127,Peruvian,Peruvian,4.0,$$,301,Incas Grill Peruvian kitchen,Staten Island,NY
1128,Peruvian,Peruvian,4.0,$$,301,Incas Grill Peruvian kitchen,Staten Island,NY
1129,Peruvian,Peruvian,4.0,$$,301,Incas Grill Peruvian kitchen,Staten Island,NY
1130,Peruvian,Peruvian,4.0,$$,301,Incas Grill Peruvian kitchen,Staten Island,NY
1131,Peruvian,Peruvian,4.0,$$,301,Incas Grill Peruvian kitchen,Staten Island,NY
1132,Peruvian,Peruvian,4.0,$$,301,Incas Grill Peruvian kitchen,Staten Island,NY
1133,Peruvian,Peruvian,4.0,$$,301,Incas Grill Peruvian kitchen,Staten Island,NY
