,categories,rating,price,review_count,name,city,state
1,Mexican,4.5,2,865,La Contenta,New York,NY
2,American (New),4,2,495,The Cabin NYC,New York,NY
4,Shanghainese,4,2,6937,Joe's Shanghai,New York,NY
7,Dim Sum,4,2,206,3 Times,New York,NY
8,Thai,4.5,3,545,Wayla,New York,NY
9,Southern,4,2,1849,Sweet Chick,New York,NY
10,Bars,4,2,346,Excuse My French,New York,NY
11,Korean,5,2,13,Sobak,New York,NY
12,Ramen,4.5,2,73,Okiboru House of Tsukemen,New York,NY
13,Japanese,4,2,305,Davelle,New York,NY
15,Filipino,4,3,1815,Pig and Khao,New York,NY
17,Vietnamese,4,2,529,Ginger and Lemongrass,New York,NY
18,Malaysian,4,2,894,Kopitiam,New York,NY
19,Mexican,4,2,1170,Barrio Chino,New York,NY
20,Chinese,4.5,1,1110,Shu Jiao Fu Zhou,New York,NY
21,French,4.5,2,321,Les Enfants de Boheme,New York,NY
23,Japanese,4.5,2,679,Benemon,New York,NY
24,Mediterranean,4.5,1,221,Lava Shawarma,New York,NY
25,Greek,4,2,764,Kiki's,New York,NY
27,Italian,4,2,1442,Supper,New York,NY
28,Ramen,4,2,400,Nakamura,New York,NY
29,Cafes,4.5,2,337,Good Thanks Cafe,New York,NY
30,Bakeries,4,2,5599,Clinton Street Baking Company,New York,NY
31,Bars,4.5,2,176,Izakaya Juraku,New York,NY
32,Italian,4.5,2,280,Trapizzino,New York,NY
34,American (New),4,3,3755,Beauty & Essex,New York City,NY
37,Chinese,4,1,597,Kong Sihk Tong 港食堂,New York,NY
40,Indian,4,3,302,Dhamaka,New York,NY
41,Fast Food,4.5,1,1882,Wah Fung No 1,New York,NY
42,Sandwiches,4.5,1,1330,Cheeky Sandwiches,New York,NY
44,Desserts,5,1,357,Joey Bats Café,New York,NY
45,Tapas/Small Plates,4,2,1485,Verlaine,New York,NY
46,Cafes,4,2,933,Dudley's,New York,NY
48,Malaysian,4,2,2284,Nyonya,New York,NY
50,Tapas/Small Plates,4,2,634,Ella Social,New York,NY
51,American (New),4,2,1975,The Smith,New York,NY
52,American (New),4,2,300,Harvest Kitchen,New York,NY
53,Moroccan,4,2,653,Shalel Lounge,New York,NY
56,Thai,4.5,2,664,Sala Thai Restaurant,New York,NY
57,Italian,3.5,2,673,Parm - New York,New York,NY
58,American (New),4,3,586,Cafe Luxembourg,New York,NY
59,Noodles,5,2,51,Simply Noodles,New York,NY
60,Japanese,4,2,1943,Sushi Yasaka,New York,NY
61,Mexican,4,2,131,Covacha,New York,NY
62,Ramen,4,2,459,Zurutto Ramen & Gyoza Bar,New York,NY
63,Korean,4.5,2,458,The Jin,New York,NY
64,Mediterranean,4,3,774,Boulud Sud,New York,NY
65,Tapas Bars,4.5,2,135,Dark Bullet Sake & Oyster Bar,New York,NY
66,Italian,4,2,225,Polpette 71,New York,NY
69,Breakfast & Brunch,4,2,245,Friedman's,New York,NY
70,Japanese,4,2,150,Amber,New York,NY
71,Vegan,4,2,51,Le Botaniste,New York,NY
72,American (New),4,2,468,Momofuku Noodle Bar - Uptown,New York,NY
73,American (New),3.5,3,1794,Tavern on the Green,New York,NY
74,Bakeries,4,1,121,Boule & Cherie,New York,NY
75,Soul Food,4,2,119,Charles’s Pan Fried Chicken,New York,NY
77,Vietnamese,4,2,230,Pho Shop,New York,NY
78,Mexican,3.5,2,585,El Mitote,New York,NY
80,Diners,3.5,2,164,Old John's Diner,New York,NY
81,Thai,4,2,337,Thai72,New York,NY
82,American (New),4,2,29,Community Food & Juice,New York,NY
84,American (New),4,3,436,Tessa,New York,NY
86,Italian,3.5,2,321,Il Violino,New York,NY
91,Cafes,3,2,38,Maman,New York,NY
92,American (New),4,2,140,Lilly's Cocktail and Wine,New York,NY
94,Italian,4,2,371,Pomodoro Rosso,New York,NY
95,Mediterranean,3.5,2,216,North Miznon,New York,NY
96,Japanese,4,2,387,Raku - It's Japanese II,New York,NY
98,Kosher,4,2,48,Noidue Carne,New York,NY
99,Greek,4,2,592,The Greek Kitchen,New York,NY
100,Noodles,4.5,2,273,The Tang - Upper West Side,New York,NY
101,Italian,4.5,2,190,Osteria 106,New York,NY
102,American (Traditional),4.5,2,73,The Ellington,New York,NY
103,Ramen,4,2,11,Kyuramen - Columbia University,New York,NY
105,Italian,4.5,2,328,Arco Cafe,New York,NY
106,Vietnamese,4.5,2,171,Banh,New York,NY
107,Comfort Food,4,2,5050,Jacob's Pickles,New York,NY
108,Cocktail Bars,4.5,2,199,Nobody Told Me,New York,NY
109,Bars,4.5,2,201,The Calaveras,New York,NY
111,Vietnamese,4.5,2,691,Saiguette,New York,NY
112,Mediterranean,4,2,334,Marlow Bistro,New York,NY
113,Thai,4,2,1083,Thai Market,New York,NY
114,Vietnamese,4.5,2,64,Plum Vietnamese Restaurant,New York,NY
115,Szechuan,4,2,358,Szechuan Garden,New York,NY
116,Indian,4.5,2,92,Anar,New York,NY
117,Bars,4.5,3,169,Dagon,New York,NY
118,Burgers,4.5,2,70,Dive 106,New York,NY
119,Italian,4,2,311,Tartina,New York,NY
120,Chinese,4,2,170,Atlas Kitchen,New York,NY
121,Italian,4,2,193,Fumo,New York,NY
124,Thai,4,2,142,Living Thai,New York,NY
125,Malaysian,4,2,331,Malaysia Grill,New York,NY
128,Wine Bars,4.5,2,115,Ortomare Ristorante Pizzeria,New York,NY
129,Izakaya,4,2,159,Moonrise Izakaya,New York,NY
131,Caribbean,4,2,617,Freda's Caribbean & Soul Cuisine,New York,NY
132,Chinese,4,2,628,Flor de Mayo,New York,NY
133,American (Traditional),4,2,243,Lion's Head Tavern,New York,NY
134,Mexican,4.5,1,69,Panchos,New York,NY
135,Ethiopian,4,2,521,Awash Ethiopian Restaurant,New York,NY
136,Ramen,4,2,302,Naruto Ramen,New York,NY
137,Mexican,4,2,220,Casa Mexicana,New York,NY
138,American (New),4,3,1138,HAVEN Riverfront Restaurant and Bar,Edgewater,NJ
139,Mediterranean,4,3,123,Taverna Veranda,Edgewater,NJ
140,Korean,3.5,2,185,Mokja,New York,NY
141,French,3.5,2,537,Cafe Du Soleil,New York,NY
142,Pizza,3.5,2,580,MAMA'S TOO!,New York,NY
144,Mediterranean,4.5,2,434,Lokal 83 Mediterranean Kitchen,New York,NY
145,Korean,3.5,2,393,Koko Wings - New York,New York,NY
146,American (Traditional),4,2,269,Amity Hall Uptown,New York,NY
147,Food Stands,4.5,1,61,Karls Balls,New York,NY
149,Bakeries,4,2,788,Hungarian Pastry Shop,New York,NY
150,Peruvian,4.5,3,71,Contento,New York City,NY
153,Beer Bar,4.5,2,116,Alison,New York,NY
154,Cuban,4,2,562,Amor Cubano,New York,NY
155,Latin American,4.5,2,382,Cascalote Latin Bistro,New York,NY
156,Steakhouses,4,3,1351,Ricardo Steak House,New York,NY
158,Thai,4.5,2,162,Chu Ros Thai,New York,NY
159,Cocktail Bars,4.5,2,39,Bar Goyana,New York,NY
160,Moroccan,4.5,2,423,La Shuk,New York,NY
162,Beer Bar,4,2,228,East Harlem Bottling,New York,NY
163,American (Traditional),4,2,276,Effy's Kitchen,New York,NY
165,Cafes,4.5,1,9,Cafe on Fifth,New York,NY
166,Mexican,4,2,140,Lupita's Restaurant,New York,NY
167,Thai,4.5,2,147,Bangklyn East Harlem,New York,NY
168,African,4.5,2,125,Teranga Harlem,New York,NY
169,Chicken Wings,5,2,6,Mad for Chicken,New York,NY
171,Italian,4.5,4,204,Rao's,New York,NY
172,Puerto Rican,3.5,2,283,La Fonda Restaurant & Tapas Bar,New York,NY
173,Tapas Bars,4,2,208,The Lexington Social,New York,NY
174,Latin American,4,2,103,El Nuevo Carribeno,New York,NY
175,Latin American,4.5,2,105,La Avenida,New York,NY
176,Peruvian,4,2,78,Quechua Nostra Peruvian Food,New York,NY
178,Barbeque,4,1,45,Au Jus,New York,NY
179,Tapas Bars,4.5,2,334,El Kallejon,New York,NY
180,Caribbean,4.5,1,34,Elma's,New York,NY
182,Mexican,4.5,2,65,Las Panteras Negras,New York,NY
183,Dominican,4,1,31,El Chevere Cuchifrito,New York,NY
184,Delis,4.5,1,76,Blue Sky Deli,New York,NY
185,Mexican,4,2,454,Ollin Restaurant,New York,NY
186,Mexican,3.5,1,446,Taco Mix,New York,NY
187,Soul Food,4.5,2,133,SpaHa Soul and Bone Broth,New York,NY
189,Wine Bars,4.5,2,218,Da Capo,New York,NY
190,Mexican,4,1,225,El Aguila,New York,NY
192,Italian,4,2,256,Nocciola Ristorante,New York,NY
193,Dominican,4.5,2,765,Santiago's Beer Garden,New York,NY
194,Indian,4,2,128,Bawarchi Indian Cuisine,New York,NY
195,Salad,4.5,1,24,La Amistad Pizzeria & Grill,New York,NY
196,Bars,4.5,2,625,Earl's Beer & Cheese,New York,NY
197,Chinese,4.5,1,54,Yummy City,New York,NY
199,Mexican,4,2,231,La Chula,New York,NY
281,Vietnamese,5,2,17,Pho plus,Staten Island,NY
282,Vietnamese,5,2,17,Pho plus,Staten Island,NY
283,Vietnamese,5,2,17,Pho plus,Staten Island,NY
284,Vietnamese,5,2,17,Pho plus,Staten Island,NY
285,Vietnamese,5,2,17,Pho plus,Staten Island,NY
286,Vietnamese,5,2,17,Pho plus,Staten Island,NY
287,Vietnamese,5,2,17,Pho plus,Staten Island,NY
288,Vietnamese,5,2,17,Pho plus,Staten Island,NY
289,Vietnamese,5,2,17,Pho plus,Staten Island,NY
290,Vietnamese,5,2,17,Pho plus,Staten Island,NY
291,Vietnamese,5,2,17,Pho plus,Staten Island,NY
292,Vietnamese,5,2,17,Pho plus,Staten Island,NY
293,Vietnamese,5,2,17,Pho plus,Staten Island,NY
294,Vietnamese,5,2,17,Pho plus,Staten Island,NY
295,Vietnamese,5,2,17,Pho plus,Staten Island,NY
296,Vietnamese,5,2,17,Pho plus,Staten Island,NY
297,Vietnamese,5,2,17,Pho plus,Staten Island,NY
298,Vietnamese,5,2,17,Pho plus,Staten Island,NY
299,Vietnamese,5,2,17,Pho plus,Staten Island,NY
300,Vietnamese,5,2,17,Pho plus,Staten Island,NY
301,Vietnamese,5,2,17,Pho plus,Staten Island,NY
302,Vietnamese,5,2,17,Pho plus,Staten Island,NY
303,Vietnamese,5,2,17,Pho plus,Staten Island,NY
304,Vietnamese,5,2,17,Pho plus,Staten Island,NY
305,Vietnamese,5,2,17,Pho plus,Staten Island,NY
306,Vietnamese,5,2,17,Pho plus,Staten Island,NY
307,Vietnamese,5,2,17,Pho plus,Staten Island,NY
308,Vietnamese,5,2,17,Pho plus,Staten Island,NY
309,Vietnamese,5,2,17,Pho plus,Staten Island,NY
310,Vietnamese,5,2,17,Pho plus,Staten Island,NY
311,Vietnamese,5,2,17,Pho plus,Staten Island,NY
312,Vietnamese,5,2,17,Pho plus,Staten Island,NY
313,Vietnamese,5,2,17,Pho plus,Staten Island,NY
314,Vietnamese,5,2,17,Pho plus,Staten Island,NY
315,Vietnamese,5,2,17,Pho plus,Staten Island,NY
316,Vietnamese,5,2,17,Pho plus,Staten Island,NY
317,Vietnamese,5,2,17,Pho plus,Staten Island,NY
318,Vietnamese,5,2,17,Pho plus,Staten Island,NY
319,Vietnamese,5,2,17,Pho plus,Staten Island,NY
320,Vietnamese,5,2,17,Pho plus,Staten Island,NY
321,Vietnamese,5,2,17,Pho plus,Staten Island,NY
322,Vietnamese,5,2,17,Pho plus,Staten Island,NY
323,Vietnamese,5,2,17,Pho plus,Staten Island,NY
324,Vietnamese,5,2,17,Pho plus,Staten Island,NY
325,Vietnamese,5,2,17,Pho plus,Staten Island,NY
326,Vietnamese,5,2,17,Pho plus,Staten Island,NY
327,Vietnamese,5,2,17,Pho plus,Staten Island,NY
328,Vietnamese,5,2,17,Pho plus,Staten Island,NY
329,Vietnamese,5,2,17,Pho plus,Staten Island,NY
330,Vietnamese,5,2,17,Pho plus,Staten Island,NY
331,Vietnamese,5,2,17,Pho plus,Staten Island,NY
332,Vietnamese,5,2,17,Pho plus,Staten Island,NY
333,Vietnamese,5,2,17,Pho plus,Staten Island,NY
334,Vietnamese,5,2,17,Pho plus,Staten Island,NY
335,Vietnamese,5,2,17,Pho plus,Staten Island,NY
336,Vietnamese,5,2,17,Pho plus,Staten Island,NY
337,Vietnamese,5,2,17,Pho plus,Staten Island,NY
338,Vietnamese,5,2,17,Pho plus,Staten Island,NY
339,Vietnamese,5,2,17,Pho plus,Staten Island,NY
340,Vietnamese,5,2,17,Pho plus,Staten Island,NY
341,Vietnamese,5,2,17,Pho plus,Staten Island,NY
342,Vietnamese,5,2,17,Pho plus,Staten Island,NY
343,Vietnamese,5,2,17,Pho plus,Staten Island,NY
344,Vietnamese,5,2,17,Pho plus,Staten Island,NY
345,Vietnamese,5,2,17,Pho plus,Staten Island,NY
346,Vietnamese,5,2,17,Pho plus,Staten Island,NY
347,Vietnamese,5,2,17,Pho plus,Staten Island,NY
348,Vietnamese,5,2,17,Pho plus,Staten Island,NY
349,Vietnamese,5,2,17,Pho plus,Staten Island,NY
350,Vietnamese,5,2,17,Pho plus,Staten Island,NY
351,Vietnamese,5,2,17,Pho plus,Staten Island,NY
352,Vietnamese,5,2,17,Pho plus,Staten Island,NY
353,Vietnamese,5,2,17,Pho plus,Staten Island,NY
354,Vietnamese,5,2,17,Pho plus,Staten Island,NY
355,Vietnamese,5,2,17,Pho plus,Staten Island,NY
356,Vietnamese,5,2,17,Pho plus,Staten Island,NY
357,Vietnamese,5,2,17,Pho plus,Staten Island,NY
358,Vietnamese,5,2,17,Pho plus,Staten Island,NY
359,Vietnamese,5,2,17,Pho plus,Staten Island,NY
360,Vietnamese,5,2,17,Pho plus,Staten Island,NY
361,Vietnamese,5,2,17,Pho plus,Staten Island,NY
443,Breakfast & Brunch,4.5,2,162,The KOVA,Staten Island,NY
444,Breakfast & Brunch,4.5,2,162,The KOVA,Staten Island,NY
445,Breakfast & Brunch,4.5,2,162,The KOVA,Staten Island,NY
446,Breakfast & Brunch,4.5,2,162,The KOVA,Staten Island,NY
447,Breakfast & Brunch,4.5,2,162,The KOVA,Staten Island,NY
448,Breakfast & Brunch,4.5,2,162,The KOVA,Staten Island,NY
449,Breakfast & Brunch,4.5,2,162,The KOVA,Staten Island,NY
450,Breakfast & Brunch,4.5,2,162,The KOVA,Staten Island,NY
451,Breakfast & Brunch,4.5,2,162,The KOVA,Staten Island,NY
452,Breakfast & Brunch,4.5,2,162,The KOVA,Staten Island,NY
453,Breakfast & Brunch,4.5,2,162,The KOVA,Staten Island,NY
454,Breakfast & Brunch,4.5,2,162,The KOVA,Staten Island,NY
455,Breakfast & Brunch,4.5,2,162,The KOVA,Staten Island,NY
456,Breakfast & Brunch,4.5,2,162,The KOVA,Staten Island,NY
457,Breakfast & Brunch,4.5,2,162,The KOVA,Staten Island,NY
458,Breakfast & Brunch,4.5,2,162,The KOVA,Staten Island,NY
459,Breakfast & Brunch,4.5,2,162,The KOVA,Staten Island,NY
460,Breakfast & Brunch,4.5,2,162,The KOVA,Staten Island,NY
461,Breakfast & Brunch,4.5,2,162,The KOVA,Staten Island,NY
462,Breakfast & Brunch,4.5,2,162,The KOVA,Staten Island,NY
463,Breakfast & Brunch,4.5,2,162,The KOVA,Staten Island,NY
464,Breakfast & Brunch,4.5,2,162,The KOVA,Staten Island,NY
465,Breakfast & Brunch,4.5,2,162,The KOVA,Staten Island,NY
466,Breakfast & Brunch,4.5,2,162,The KOVA,Staten Island,NY
467,Breakfast & Brunch,4.5,2,162,The KOVA,Staten Island,NY
468,Breakfast & Brunch,4.5,2,162,The KOVA,Staten Island,NY
469,Breakfast & Brunch,4.5,2,162,The KOVA,Staten Island,NY
470,Breakfast & Brunch,4.5,2,162,The KOVA,Staten Island,NY
471,Breakfast & Brunch,4.5,2,162,The KOVA,Staten Island,NY
472,Breakfast & Brunch,4.5,2,162,The KOVA,Staten Island,NY
473,Breakfast & Brunch,4.5,2,162,The KOVA,Staten Island,NY
474,Breakfast & Brunch,4.5,2,162,The KOVA,Staten Island,NY
475,Breakfast & Brunch,4.5,2,162,The KOVA,Staten Island,NY
476,Breakfast & Brunch,4.5,2,162,The KOVA,Staten Island,NY
477,Breakfast & Brunch,4.5,2,162,The KOVA,Staten Island,NY
478,Breakfast & Brunch,4.5,2,162,The KOVA,Staten Island,NY
479,Breakfast & Brunch,4.5,2,162,The KOVA,Staten Island,NY
480,Breakfast & Brunch,4.5,2,162,The KOVA,Staten Island,NY
481,Breakfast & Brunch,4.5,2,162,The KOVA,Staten Island,NY
482,Breakfast & Brunch,4.5,2,162,The KOVA,Staten Island,NY
483,Breakfast & Brunch,4.5,2,162,The KOVA,Staten Island,NY
484,Breakfast & Brunch,4.5,2,162,The KOVA,Staten Island,NY
485,Breakfast & Brunch,4.5,2,162,The KOVA,Staten Island,NY
486,Breakfast & Brunch,4.5,2,162,The KOVA,Staten Island,NY
487,Breakfast & Brunch,4.5,2,162,The KOVA,Staten Island,NY
488,Breakfast & Brunch,4.5,2,162,The KOVA,Staten Island,NY
489,Breakfast & Brunch,4.5,2,162,The KOVA,Staten Island,NY
490,Breakfast & Brunch,4.5,2,162,The KOVA,Staten Island,NY
491,Breakfast & Brunch,4.5,2,162,The KOVA,Staten Island,NY
492,Breakfast & Brunch,4.5,2,162,The KOVA,Staten Island,NY
493,Breakfast & Brunch,4.5,2,162,The KOVA,Staten Island,NY
494,Breakfast & Brunch,4.5,2,162,The KOVA,Staten Island,NY
495,Breakfast & Brunch,4.5,2,162,The KOVA,Staten Island,NY
496,Breakfast & Brunch,4.5,2,162,The KOVA,Staten Island,NY
497,Breakfast & Brunch,4.5,2,162,The KOVA,Staten Island,NY
498,Breakfast & Brunch,4.5,2,162,The KOVA,Staten Island,NY
499,Breakfast & Brunch,4.5,2,162,The KOVA,Staten Island,NY
500,Breakfast & Brunch,4.5,2,162,The KOVA,Staten Island,NY
501,Breakfast & Brunch,4.5,2,162,The KOVA,Staten Island,NY
502,Breakfast & Brunch,4.5,2,162,The KOVA,Staten Island,NY
503,Breakfast & Brunch,4.5,2,162,The KOVA,Staten Island,NY
504,Breakfast & Brunch,4.5,2,162,The KOVA,Staten Island,NY
505,Breakfast & Brunch,4.5,2,162,The KOVA,Staten Island,NY
506,Breakfast & Brunch,4.5,2,162,The KOVA,Staten Island,NY
507,Breakfast & Brunch,4.5,2,162,The KOVA,Staten Island,NY
508,Breakfast & Brunch,4.5,2,162,The KOVA,Staten Island,NY
509,Breakfast & Brunch,4.5,2,162,The KOVA,Staten Island,NY
510,Breakfast & Brunch,4.5,2,162,The KOVA,Staten Island,NY
511,Breakfast & Brunch,4.5,2,162,The KOVA,Staten Island,NY
512,Breakfast & Brunch,4.5,2,162,The KOVA,Staten Island,NY
513,Breakfast & Brunch,4.5,2,162,The KOVA,Staten Island,NY
514,Breakfast & Brunch,4.5,2,162,The KOVA,Staten Island,NY
515,Breakfast & Brunch,4.5,2,162,The KOVA,Staten Island,NY
516,Breakfast & Brunch,4.5,2,162,The KOVA,Staten Island,NY
517,Breakfast & Brunch,4.5,2,162,The KOVA,Staten Island,NY
518,Breakfast & Brunch,4.5,2,162,The KOVA,Staten Island,NY
519,Breakfast & Brunch,4.5,2,162,The KOVA,Staten Island,NY
520,Breakfast & Brunch,4.5,2,162,The KOVA,Staten Island,NY
521,Breakfast & Brunch,4.5,2,162,The KOVA,Staten Island,NY
522,Breakfast & Brunch,4.5,2,162,The KOVA,Staten Island,NY
523,Breakfast & Brunch,4.5,2,162,The KOVA,Staten Island,NY
524,Italian,4,3,52,Fig & Vine,New York,NY
525,Italian,4,3,52,Fig & Vine,New York,NY
526,Italian,4,3,52,Fig & Vine,New York,NY
527,Italian,4,3,52,Fig & Vine,New York,NY
528,Italian,4,3,52,Fig & Vine,New York,NY
529,Italian,4,3,52,Fig & Vine,New York,NY
530,Italian,4,3,52,Fig & Vine,New York,NY
531,Italian,4,3,52,Fig & Vine,New York,NY
532,Italian,4,3,52,Fig & Vine,New York,NY
533,Italian,4,3,52,Fig & Vine,New York,NY
534,Italian,4,3,52,Fig & Vine,New York,NY
535,Italian,4,3,52,Fig & Vine,New York,NY
536,Italian,4,3,52,Fig & Vine,New York,NY
537,Italian,4,3,52,Fig & Vine,New York,NY
538,Italian,4,3,52,Fig & Vine,New York,NY
539,Italian,4,3,52,Fig & Vine,New York,NY
540,Italian,4,3,52,Fig & Vine,New York,NY
541,Italian,4,3,52,Fig & Vine,New York,NY
542,Italian,4,3,52,Fig & Vine,New York,NY
543,Italian,4,3,52,Fig & Vine,New York,NY
544,Italian,4,3,52,Fig & Vine,New York,NY
545,Italian,4,3,52,Fig & Vine,New York,NY
546,Italian,4,3,52,Fig & Vine,New York,NY
547,Italian,4,3,52,Fig & Vine,New York,NY
548,Italian,4,3,52,Fig & Vine,New York,NY
549,Italian,4,3,52,Fig & Vine,New York,NY
550,Italian,4,3,52,Fig & Vine,New York,NY
551,Italian,4,3,52,Fig & Vine,New York,NY
552,Italian,4,3,52,Fig & Vine,New York,NY
553,Italian,4,3,52,Fig & Vine,New York,NY
554,Italian,4,3,52,Fig & Vine,New York,NY
555,Italian,4,3,52,Fig & Vine,New York,NY
556,Italian,4,3,52,Fig & Vine,New York,NY
557,Italian,4,3,52,Fig & Vine,New York,NY
558,Italian,4,3,52,Fig & Vine,New York,NY
559,Italian,4,3,52,Fig & Vine,New York,NY
560,Italian,4,3,52,Fig & Vine,New York,NY
561,Italian,4,3,52,Fig & Vine,New York,NY
562,Italian,4,3,52,Fig & Vine,New York,NY
563,Italian,4,3,52,Fig & Vine,New York,NY
564,Italian,4,3,52,Fig & Vine,New York,NY
565,Italian,4,3,52,Fig & Vine,New York,NY
566,Italian,4,3,52,Fig & Vine,New York,NY
567,Italian,4,3,52,Fig & Vine,New York,NY
568,Italian,4,3,52,Fig & Vine,New York,NY
569,Italian,4,3,52,Fig & Vine,New York,NY
570,Italian,4,3,52,Fig & Vine,New York,NY
571,Italian,4,3,52,Fig & Vine,New York,NY
572,Italian,4,3,52,Fig & Vine,New York,NY
573,Italian,4,3,52,Fig & Vine,New York,NY
574,Italian,4,3,52,Fig & Vine,New York,NY
575,Italian,4,3,52,Fig & Vine,New York,NY
576,Italian,4,3,52,Fig & Vine,New York,NY
577,Italian,4,3,52,Fig & Vine,New York,NY
578,Italian,4,3,52,Fig & Vine,New York,NY
579,Italian,4,3,52,Fig & Vine,New York,NY
580,Italian,4,3,52,Fig & Vine,New York,NY
581,Italian,4,3,52,Fig & Vine,New York,NY
582,Italian,4,3,52,Fig & Vine,New York,NY
583,Italian,4,3,52,Fig & Vine,New York,NY
584,Italian,4,3,52,Fig & Vine,New York,NY
585,Italian,4,3,52,Fig & Vine,New York,NY
586,Italian,4,3,52,Fig & Vine,New York,NY
587,Italian,4,3,52,Fig & Vine,New York,NY
588,Italian,4,3,52,Fig & Vine,New York,NY
589,Italian,4,3,52,Fig & Vine,New York,NY
590,Italian,4,3,52,Fig & Vine,New York,NY
591,Italian,4,3,52,Fig & Vine,New York,NY
592,Italian,4,3,52,Fig & Vine,New York,NY
593,Italian,4,3,52,Fig & Vine,New York,NY
594,Italian,4,3,52,Fig & Vine,New York,NY
595,Italian,4,3,52,Fig & Vine,New York,NY
596,Italian,4,3,52,Fig & Vine,New York,NY
597,Italian,4,3,52,Fig & Vine,New York,NY
598,Italian,4,3,52,Fig & Vine,New York,NY
599,Italian,4,3,52,Fig & Vine,New York,NY
600,Italian,4,3,52,Fig & Vine,New York,NY
601,Italian,4,3,52,Fig & Vine,New York,NY
602,Italian,4,3,52,Fig & Vine,New York,NY
603,Italian,4,3,52,Fig & Vine,New York,NY
604,Italian,4,3,52,Fig & Vine,New York,NY
864,Cantonese,4,2,181,Precious Island Dim Sum,Staten Island,NY
865,Cantonese,4,2,181,Precious Island Dim Sum,Staten Island,NY
866,Cantonese,4,2,181,Precious Island Dim Sum,Staten Island,NY
867,Cantonese,4,2,181,Precious Island Dim Sum,Staten Island,NY
868,Cantonese,4,2,181,Precious Island Dim Sum,Staten Island,NY
869,Cantonese,4,2,181,Precious Island Dim Sum,Staten Island,NY
870,Cantonese,4,2,181,Precious Island Dim Sum,Staten Island,NY
871,Cantonese,4,2,181,Precious Island Dim Sum,Staten Island,NY
872,Cantonese,4,2,181,Precious Island Dim Sum,Staten Island,NY
873,Cantonese,4,2,181,Precious Island Dim Sum,Staten Island,NY
874,Cantonese,4,2,181,Precious Island Dim Sum,Staten Island,NY
875,Cantonese,4,2,181,Precious Island Dim Sum,Staten Island,NY
876,Cantonese,4,2,181,Precious Island Dim Sum,Staten Island,NY
877,Cantonese,4,2,181,Precious Island Dim Sum,Staten Island,NY
878,Cantonese,4,2,181,Precious Island Dim Sum,Staten Island,NY
879,Cantonese,4,2,181,Precious Island Dim Sum,Staten Island,NY
880,Cantonese,4,2,181,Precious Island Dim Sum,Staten Island,NY
881,Cantonese,4,2,181,Precious Island Dim Sum,Staten Island,NY
882,Cantonese,4,2,181,Precious Island Dim Sum,Staten Island,NY
883,Cantonese,4,2,181,Precious Island Dim Sum,Staten Island,NY
884,Cantonese,4,2,181,Precious Island Dim Sum,Staten Island,NY
885,Cantonese,4,2,181,Precious Island Dim Sum,Staten Island,NY
886,Cantonese,4,2,181,Precious Island Dim Sum,Staten Island,NY
887,Cantonese,4,2,181,Precious Island Dim Sum,Staten Island,NY
888,Cantonese,4,2,181,Precious Island Dim Sum,Staten Island,NY
889,Cantonese,4,2,181,Precious Island Dim Sum,Staten Island,NY
890,Cantonese,4,2,181,Precious Island Dim Sum,Staten Island,NY
891,Cantonese,4,2,181,Precious Island Dim Sum,Staten Island,NY
892,Cantonese,4,2,181,Precious Island Dim Sum,Staten Island,NY
893,Cantonese,4,2,181,Precious Island Dim Sum,Staten Island,NY
894,Cantonese,4,2,181,Precious Island Dim Sum,Staten Island,NY
895,Cantonese,4,2,181,Precious Island Dim Sum,Staten Island,NY
896,Cantonese,4,2,181,Precious Island Dim Sum,Staten Island,NY
897,Cantonese,4,2,181,Precious Island Dim Sum,Staten Island,NY
898,Cantonese,4,2,181,Precious Island Dim Sum,Staten Island,NY
899,Cantonese,4,2,181,Precious Island Dim Sum,Staten Island,NY
900,Cantonese,4,2,181,Precious Island Dim Sum,Staten Island,NY
901,Cantonese,4,2,181,Precious Island Dim Sum,Staten Island,NY
902,Cantonese,4,2,181,Precious Island Dim Sum,Staten Island,NY
903,Cantonese,4,2,181,Precious Island Dim Sum,Staten Island,NY
904,Cantonese,4,2,181,Precious Island Dim Sum,Staten Island,NY
905,Cantonese,4,2,181,Precious Island Dim Sum,Staten Island,NY
906,Cantonese,4,2,181,Precious Island Dim Sum,Staten Island,NY
907,Cantonese,4,2,181,Precious Island Dim Sum,Staten Island,NY
908,Cantonese,4,2,181,Precious Island Dim Sum,Staten Island,NY
909,Cantonese,4,2,181,Precious Island Dim Sum,Staten Island,NY
910,Cantonese,4,2,181,Precious Island Dim Sum,Staten Island,NY
911,Cantonese,4,2,181,Precious Island Dim Sum,Staten Island,NY
912,Cantonese,4,2,181,Precious Island Dim Sum,Staten Island,NY
913,Cantonese,4,2,181,Precious Island Dim Sum,Staten Island,NY
914,Cantonese,4,2,181,Precious Island Dim Sum,Staten Island,NY
915,Cantonese,4,2,181,Precious Island Dim Sum,Staten Island,NY
916,Cantonese,4,2,181,Precious Island Dim Sum,Staten Island,NY
917,Cantonese,4,2,181,Precious Island Dim Sum,Staten Island,NY
918,Cantonese,4,2,181,Precious Island Dim Sum,Staten Island,NY
919,Cantonese,4,2,181,Precious Island Dim Sum,Staten Island,NY
920,Cantonese,4,2,181,Precious Island Dim Sum,Staten Island,NY
921,Cantonese,4,2,181,Precious Island Dim Sum,Staten Island,NY
922,Cantonese,4,2,181,Precious Island Dim Sum,Staten Island,NY
