,categories,rating,price,review_count,name,city,state
32222,Chinese,5,2,41,The Monkey King,Brooklyn,NY
32223,Chinese,5,2,41,The Monkey King,Brooklyn,NY
32224,Chinese,5,2,41,The Monkey King,Brooklyn,NY
32225,Chinese,5,2,41,The Monkey King,Brooklyn,NY
32226,Chinese,5,2,41,The Monkey King,Brooklyn,NY
32227,Chinese,5,2,41,The Monkey King,Brooklyn,NY
32228,Chinese,5,2,41,The Monkey King,Brooklyn,NY
32229,Chinese,5,2,41,The Monkey King,Brooklyn,NY
32230,Chinese,5,2,41,The Monkey King,Brooklyn,NY
32231,Chinese,5,2,41,The Monkey King,Brooklyn,NY
32232,Chinese,5,2,41,The Monkey King,Brooklyn,NY
32233,Chinese,5,2,41,The Monkey King,Brooklyn,NY
32234,Chinese,5,2,41,The Monkey King,Brooklyn,NY
32235,Chinese,5,2,41,The Monkey King,Brooklyn,NY
32236,Chinese,5,2,41,The Monkey King,Brooklyn,NY
32237,Chinese,5,2,41,The Monkey King,Brooklyn,NY
32238,Chinese,5,2,41,The Monkey King,Brooklyn,NY
32239,Chinese,5,2,41,The Monkey King,Brooklyn,NY
32240,Chinese,5,2,41,The Monkey King,Brooklyn,NY
32241,Chinese,5,2,41,The Monkey King,Brooklyn,NY
32242,Chinese,5,2,41,The Monkey King,Brooklyn,NY
32243,Chinese,5,2,41,The Monkey King,Brooklyn,NY
32244,Chinese,5,2,41,The Monkey King,Brooklyn,NY
32245,Chinese,5,2,41,The Monkey King,Brooklyn,NY
32246,Chinese,5,2,41,The Monkey King,Brooklyn,NY
32279,Filipino,4,2,348,Suzume,Brooklyn,NY
32280,Filipino,4,2,348,Suzume,Brooklyn,NY
32281,Filipino,4,2,348,Suzume,Brooklyn,NY
32282,Filipino,4,2,348,Suzume,Brooklyn,NY
32283,Filipino,4,2,348,Suzume,Brooklyn,NY
32284,Filipino,4,2,348,Suzume,Brooklyn,NY
32285,Filipino,4,2,348,Suzume,Brooklyn,NY
32286,Filipino,4,2,348,Suzume,Brooklyn,NY
32287,Filipino,4,2,348,Suzume,Brooklyn,NY
32288,Filipino,4,2,348,Suzume,Brooklyn,NY
32289,Filipino,4,2,348,Suzume,Brooklyn,NY
32290,Filipino,4,2,348,Suzume,Brooklyn,NY
32291,Filipino,4,2,348,Suzume,Brooklyn,NY
32292,Filipino,4,2,348,Suzume,Brooklyn,NY
32293,Filipino,4,2,348,Suzume,Brooklyn,NY
32294,Filipino,4,2,348,Suzume,Brooklyn,NY
32295,Japanese,4.5,2,77,Dashi - Brooklyn,Brooklyn,NY
32296,Japanese,4.5,2,492,Okonomi,Brooklyn,NY
32297,Japanese,4.5,2,492,Okonomi,Brooklyn,NY
32298,Japanese,4.5,2,492,Okonomi,Brooklyn,NY
32299,Japanese,4.5,2,492,Okonomi,Brooklyn,NY
32300,Japanese,4.5,2,492,Okonomi,Brooklyn,NY
32301,Japanese,4.5,2,492,Okonomi,Brooklyn,NY
32302,Japanese,4.5,2,492,Okonomi,Brooklyn,NY
32303,Japanese,4.5,2,492,Okonomi,Brooklyn,NY
32304,Japanese,4.5,2,492,Okonomi,Brooklyn,NY
32305,Japanese,4.5,2,492,Okonomi,Brooklyn,NY
32306,Japanese,4.5,2,492,Okonomi,Brooklyn,NY
32307,Japanese,4.5,2,492,Okonomi,Brooklyn,NY
32308,Japanese,4.5,2,492,Okonomi,Brooklyn,NY
32309,Japanese,4.5,2,492,Okonomi,Brooklyn,NY
32310,Japanese,4.5,2,492,Okonomi,Brooklyn,NY
32311,Japanese,4.5,2,492,Okonomi,Brooklyn,NY
32312,Venezuelan,4.5,3,182,Casa Ora,Brooklyn,NY
32313,Lebanese,4.5,2,56,Magdalene,Brooklyn,NY
32314,Lebanese,4.5,2,56,Magdalene,Brooklyn,NY
32315,Lebanese,4.5,2,56,Magdalene,Brooklyn,NY
32316,Lebanese,4.5,2,56,Magdalene,Brooklyn,NY
32317,Lebanese,4.5,2,56,Magdalene,Brooklyn,NY
32318,Lebanese,4.5,2,56,Magdalene,Brooklyn,NY
32319,Lebanese,4.5,2,56,Magdalene,Brooklyn,NY
32320,Lebanese,4.5,2,56,Magdalene,Brooklyn,NY
32321,Lebanese,4.5,2,56,Magdalene,Brooklyn,NY
32322,Lebanese,4.5,2,56,Magdalene,Brooklyn,NY
32323,Lebanese,4.5,2,56,Magdalene,Brooklyn,NY
32324,Lebanese,4.5,2,56,Magdalene,Brooklyn,NY
32325,Lebanese,4.5,2,56,Magdalene,Brooklyn,NY
32326,Lebanese,4.5,2,56,Magdalene,Brooklyn,NY
32327,Lebanese,4.5,2,56,Magdalene,Brooklyn,NY
32328,Lebanese,4.5,2,56,Magdalene,Brooklyn,NY
32329,Thai,4.5,2,70,Forever Thai,Brooklyn,NY
32330,Thai,4.5,2,70,Forever Thai,Brooklyn,NY
32331,Thai,4.5,2,70,Forever Thai,Brooklyn,NY
32332,Thai,4.5,2,70,Forever Thai,Brooklyn,NY
32333,Thai,4.5,2,70,Forever Thai,Brooklyn,NY
32334,Thai,4.5,2,70,Forever Thai,Brooklyn,NY
32335,Thai,4.5,2,70,Forever Thai,Brooklyn,NY
32336,Thai,4.5,2,70,Forever Thai,Brooklyn,NY
32337,Thai,4.5,2,70,Forever Thai,Brooklyn,NY
32338,Thai,4.5,2,70,Forever Thai,Brooklyn,NY
32339,Thai,4.5,2,70,Forever Thai,Brooklyn,NY
32340,Thai,4.5,2,70,Forever Thai,Brooklyn,NY
32341,Thai,4.5,2,70,Forever Thai,Brooklyn,NY
32342,Thai,4.5,2,70,Forever Thai,Brooklyn,NY
32343,Thai,4.5,2,70,Forever Thai,Brooklyn,NY
32344,Thai,4.5,2,70,Forever Thai,Brooklyn,NY
32345,Cocktail Bars,4.5,2,268,Ammazzacaffè,Brooklyn,NY
32346,Cocktail Bars,4.5,2,268,Ammazzacaffè,Brooklyn,NY
32347,Cocktail Bars,4.5,2,268,Ammazzacaffè,Brooklyn,NY
32348,Cocktail Bars,4.5,2,268,Ammazzacaffè,Brooklyn,NY
32349,Cocktail Bars,4.5,2,268,Ammazzacaffè,Brooklyn,NY
32350,Cocktail Bars,4.5,2,268,Ammazzacaffè,Brooklyn,NY
32351,Cocktail Bars,4.5,2,268,Ammazzacaffè,Brooklyn,NY
32352,Cocktail Bars,4.5,2,268,Ammazzacaffè,Brooklyn,NY
32353,Cocktail Bars,4.5,2,268,Ammazzacaffè,Brooklyn,NY
32354,Cocktail Bars,4.5,2,268,Ammazzacaffè,Brooklyn,NY
32355,Cocktail Bars,4.5,2,268,Ammazzacaffè,Brooklyn,NY
32356,Cocktail Bars,4.5,2,268,Ammazzacaffè,Brooklyn,NY
32357,Cocktail Bars,4.5,2,268,Ammazzacaffè,Brooklyn,NY
32358,Cocktail Bars,4.5,2,268,Ammazzacaffè,Brooklyn,NY
32359,Cocktail Bars,4.5,2,268,Ammazzacaffè,Brooklyn,NY
32360,Cocktail Bars,4.5,2,268,Ammazzacaffè,Brooklyn,NY
32377,Italian,4.5,2,209,Montesacro Pinseria Brooklyn,Brooklyn,NY
32378,Italian,4.5,2,209,Montesacro Pinseria Brooklyn,Brooklyn,NY
32379,Italian,4.5,2,209,Montesacro Pinseria Brooklyn,Brooklyn,NY
32380,Italian,4.5,2,209,Montesacro Pinseria Brooklyn,Brooklyn,NY
32381,Italian,4.5,2,209,Montesacro Pinseria Brooklyn,Brooklyn,NY
32382,Italian,4.5,2,209,Montesacro Pinseria Brooklyn,Brooklyn,NY
32383,Italian,4.5,2,209,Montesacro Pinseria Brooklyn,Brooklyn,NY
32384,Italian,4.5,2,209,Montesacro Pinseria Brooklyn,Brooklyn,NY
32385,Italian,4.5,2,209,Montesacro Pinseria Brooklyn,Brooklyn,NY
32386,Italian,4.5,2,209,Montesacro Pinseria Brooklyn,Brooklyn,NY
32387,Italian,4.5,2,209,Montesacro Pinseria Brooklyn,Brooklyn,NY
32388,Italian,4.5,2,209,Montesacro Pinseria Brooklyn,Brooklyn,NY
32389,Italian,4.5,2,209,Montesacro Pinseria Brooklyn,Brooklyn,NY
32390,Italian,4.5,2,209,Montesacro Pinseria Brooklyn,Brooklyn,NY
32391,Italian,4.5,2,209,Montesacro Pinseria Brooklyn,Brooklyn,NY
32392,Italian,4.5,2,209,Montesacro Pinseria Brooklyn,Brooklyn,NY
32393,Japanese,4,2,270,Bushniwa,Brooklyn,NY
32666,Italian,5,2,129,Pomp & Circumstance Dining,Williamsburg,NY
32667,Italian,5,2,129,Pomp & Circumstance Dining,Williamsburg,NY
32668,Italian,5,2,129,Pomp & Circumstance Dining,Williamsburg,NY
32669,Italian,5,2,129,Pomp & Circumstance Dining,Williamsburg,NY
32670,Italian,5,2,129,Pomp & Circumstance Dining,Williamsburg,NY
32671,Italian,5,2,129,Pomp & Circumstance Dining,Williamsburg,NY
32672,Italian,5,2,129,Pomp & Circumstance Dining,Williamsburg,NY
32673,Italian,5,2,129,Pomp & Circumstance Dining,Williamsburg,NY
32674,Italian,5,2,129,Pomp & Circumstance Dining,Williamsburg,NY
32675,Italian,5,2,129,Pomp & Circumstance Dining,Williamsburg,NY
32676,Italian,5,2,129,Pomp & Circumstance Dining,Williamsburg,NY
32677,Italian,5,2,129,Pomp & Circumstance Dining,Williamsburg,NY
32678,Italian,5,2,129,Pomp & Circumstance Dining,Williamsburg,NY
32679,Italian,5,2,129,Pomp & Circumstance Dining,Williamsburg,NY
32680,Italian,5,2,129,Pomp & Circumstance Dining,Williamsburg,NY
32681,Italian,5,2,129,Pomp & Circumstance Dining,Williamsburg,NY
32698,Mediterranean,4,2,213,Maite,Brooklyn,NY
32699,Mediterranean,4,2,213,Maite,Brooklyn,NY
32700,Mediterranean,4,2,213,Maite,Brooklyn,NY
32701,Mediterranean,4,2,213,Maite,Brooklyn,NY
32702,Mediterranean,4,2,213,Maite,Brooklyn,NY
32703,Mediterranean,4,2,213,Maite,Brooklyn,NY
32704,Mediterranean,4,2,213,Maite,Brooklyn,NY
32705,Mediterranean,4,2,213,Maite,Brooklyn,NY
32706,Mediterranean,4,2,213,Maite,Brooklyn,NY
32707,Mediterranean,4,2,213,Maite,Brooklyn,NY
32708,Mediterranean,4,2,213,Maite,Brooklyn,NY
32709,Mediterranean,4,2,213,Maite,Brooklyn,NY
32710,Mediterranean,4,2,213,Maite,Brooklyn,NY
32711,Mediterranean,4,2,213,Maite,Brooklyn,NY
32712,Mediterranean,4,2,213,Maite,Brooklyn,NY
32713,Mediterranean,4,2,213,Maite,Brooklyn,NY
32714,Japanese,4,2,685,Salt + Charcoal,Brooklyn,NY
32715,Japanese,4,2,685,Salt + Charcoal,Brooklyn,NY
32716,Japanese,4,2,685,Salt + Charcoal,Brooklyn,NY
32717,Japanese,4,2,685,Salt + Charcoal,Brooklyn,NY
32718,Japanese,4,2,685,Salt + Charcoal,Brooklyn,NY
32719,Japanese,4,2,685,Salt + Charcoal,Brooklyn,NY
32720,Japanese,4,2,685,Salt + Charcoal,Brooklyn,NY
32721,Japanese,4,2,685,Salt + Charcoal,Brooklyn,NY
32722,Japanese,4,2,685,Salt + Charcoal,Brooklyn,NY
32723,Japanese,4,2,685,Salt + Charcoal,Brooklyn,NY
32724,Japanese,4,2,685,Salt + Charcoal,Brooklyn,NY
32725,Japanese,4,2,685,Salt + Charcoal,Brooklyn,NY
32726,Japanese,4,2,685,Salt + Charcoal,Brooklyn,NY
32727,Japanese,4,2,685,Salt + Charcoal,Brooklyn,NY
32728,Japanese,4,2,685,Salt + Charcoal,Brooklyn,NY
32729,Japanese,4,2,685,Salt + Charcoal,Brooklyn,NY
32730,Pubs,4,2,353,The Rookery,Brooklyn,NY
32731,Pubs,4,2,353,The Rookery,Brooklyn,NY
32732,Pubs,4,2,353,The Rookery,Brooklyn,NY
32733,Pubs,4,2,353,The Rookery,Brooklyn,NY
32734,Pubs,4,2,353,The Rookery,Brooklyn,NY
32735,Pubs,4,2,353,The Rookery,Brooklyn,NY
32736,Pubs,4,2,353,The Rookery,Brooklyn,NY
32737,Pubs,4,2,353,The Rookery,Brooklyn,NY
32738,Pubs,4,2,353,The Rookery,Brooklyn,NY
32739,Pubs,4,2,353,The Rookery,Brooklyn,NY
32740,Pubs,4,2,353,The Rookery,Brooklyn,NY
32741,Pubs,4,2,353,The Rookery,Brooklyn,NY
32742,Pubs,4,2,353,The Rookery,Brooklyn,NY
32743,Pubs,4,2,353,The Rookery,Brooklyn,NY
32744,Pubs,4,2,353,The Rookery,Brooklyn,NY
32745,Pubs,4,2,353,The Rookery,Brooklyn,NY
32746,Pubs,4,2,353,The Rookery,Brooklyn,NY
32747,Pubs,4,2,353,The Rookery,Brooklyn,NY
32748,Pubs,4,2,353,The Rookery,Brooklyn,NY
32749,Pubs,4,2,353,The Rookery,Brooklyn,NY
32750,Pubs,4,2,353,The Rookery,Brooklyn,NY
32751,Pubs,4,2,353,The Rookery,Brooklyn,NY
32752,Pubs,4,2,353,The Rookery,Brooklyn,NY
32753,Pubs,4,2,353,The Rookery,Brooklyn,NY
32754,Pubs,4,2,353,The Rookery,Brooklyn,NY
32755,Pubs,4,2,353,The Rookery,Brooklyn,NY
32756,Pubs,4,2,353,The Rookery,Brooklyn,NY
32757,Pubs,4,2,353,The Rookery,Brooklyn,NY
32758,Pubs,4,2,353,The Rookery,Brooklyn,NY
32759,Pubs,4,2,353,The Rookery,Brooklyn,NY
32760,Pubs,4,2,353,The Rookery,Brooklyn,NY
32761,Pubs,4,2,353,The Rookery,Brooklyn,NY
32762,Pubs,4,2,353,The Rookery,Brooklyn,NY
32763,Pubs,4,2,353,The Rookery,Brooklyn,NY
32764,Pubs,4,2,353,The Rookery,Brooklyn,NY
32765,Pubs,4,2,353,The Rookery,Brooklyn,NY
32766,Pubs,4,2,353,The Rookery,Brooklyn,NY
32767,Pubs,4,2,353,The Rookery,Brooklyn,NY
32768,Pubs,4,2,353,The Rookery,Brooklyn,NY
32769,Pubs,4,2,353,The Rookery,Brooklyn,NY
32770,Pubs,4,2,353,The Rookery,Brooklyn,NY
32771,Pubs,4,2,353,The Rookery,Brooklyn,NY
32772,Pubs,4,2,353,The Rookery,Brooklyn,NY
32773,Pubs,4,2,353,The Rookery,Brooklyn,NY
32774,Pubs,4,2,353,The Rookery,Brooklyn,NY
32775,Pubs,4,2,353,The Rookery,Brooklyn,NY
32776,Pubs,4,2,353,The Rookery,Brooklyn,NY
32777,Pubs,4,2,353,The Rookery,Brooklyn,NY
32778,Pubs,4,2,353,The Rookery,Brooklyn,NY
32779,Pubs,4,2,353,The Rookery,Brooklyn,NY
32780,Pubs,4,2,353,The Rookery,Brooklyn,NY
32781,Pubs,4,2,353,The Rookery,Brooklyn,NY
32782,Pubs,4,2,353,The Rookery,Brooklyn,NY
32783,Pubs,4,2,353,The Rookery,Brooklyn,NY
32784,Pubs,4,2,353,The Rookery,Brooklyn,NY
32785,Pubs,4,2,353,The Rookery,Brooklyn,NY
32786,Pubs,4,2,353,The Rookery,Brooklyn,NY
32787,Pubs,4,2,353,The Rookery,Brooklyn,NY
32788,Pubs,4,2,353,The Rookery,Brooklyn,NY
32789,Pubs,4,2,353,The Rookery,Brooklyn,NY
32790,Pubs,4,2,353,The Rookery,Brooklyn,NY
32791,Pubs,4,2,353,The Rookery,Brooklyn,NY
32792,Pubs,4,2,353,The Rookery,Brooklyn,NY
32793,Pubs,4,2,353,The Rookery,Brooklyn,NY
32794,Pubs,4,2,353,The Rookery,Brooklyn,NY
32795,Pubs,4,2,353,The Rookery,Brooklyn,NY
32796,Pubs,4,2,353,The Rookery,Brooklyn,NY
32797,Pubs,4,2,353,The Rookery,Brooklyn,NY
32798,Pubs,4,2,353,The Rookery,Brooklyn,NY
32799,Pubs,4,2,353,The Rookery,Brooklyn,NY
32800,Pubs,4,2,353,The Rookery,Brooklyn,NY
32801,Pubs,4,2,353,The Rookery,Brooklyn,NY
32802,Pubs,4,2,353,The Rookery,Brooklyn,NY
32803,Pubs,4,2,353,The Rookery,Brooklyn,NY
32804,Pubs,4,2,353,The Rookery,Brooklyn,NY
32805,Pubs,4,2,353,The Rookery,Brooklyn,NY
32806,Pubs,4,2,353,The Rookery,Brooklyn,NY
32807,Pubs,4,2,353,The Rookery,Brooklyn,NY
32808,Pubs,4,2,353,The Rookery,Brooklyn,NY
32809,Pubs,4,2,353,The Rookery,Brooklyn,NY
32810,Pubs,4,2,353,The Rookery,Brooklyn,NY
32811,Pubs,4,2,353,The Rookery,Brooklyn,NY
32812,Pubs,4,2,353,The Rookery,Brooklyn,NY
32813,Pubs,4,2,353,The Rookery,Brooklyn,NY
32814,Pubs,4,2,353,The Rookery,Brooklyn,NY
32815,Pubs,4,2,353,The Rookery,Brooklyn,NY
32816,Pubs,4,2,353,The Rookery,Brooklyn,NY
32817,Pubs,4,2,353,The Rookery,Brooklyn,NY
32818,Pubs,4,2,353,The Rookery,Brooklyn,NY
32819,Pubs,4,2,353,The Rookery,Brooklyn,NY
32820,Pubs,4,2,353,The Rookery,Brooklyn,NY
32821,Pubs,4,2,353,The Rookery,Brooklyn,NY
32822,Pubs,4,2,353,The Rookery,Brooklyn,NY
32823,Pubs,4,2,353,The Rookery,Brooklyn,NY
32824,Pubs,4,2,353,The Rookery,Brooklyn,NY
32825,Pubs,4,2,353,The Rookery,Brooklyn,NY
32826,Pubs,4,2,353,The Rookery,Brooklyn,NY
32827,Pubs,4,2,353,The Rookery,Brooklyn,NY
32828,Pubs,4,2,353,The Rookery,Brooklyn,NY
32829,Pubs,4,2,353,The Rookery,Brooklyn,NY
32830,Pubs,4,2,353,The Rookery,Brooklyn,NY
32831,Pubs,4,2,353,The Rookery,Brooklyn,NY
32832,Pubs,4,2,353,The Rookery,Brooklyn,NY
32833,Pubs,4,2,353,The Rookery,Brooklyn,NY
32834,Pubs,4,2,353,The Rookery,Brooklyn,NY
32835,Pubs,4,2,353,The Rookery,Brooklyn,NY
32836,Pubs,4,2,353,The Rookery,Brooklyn,NY
32837,Pubs,4,2,353,The Rookery,Brooklyn,NY
32838,Pubs,4,2,353,The Rookery,Brooklyn,NY
32839,Pubs,4,2,353,The Rookery,Brooklyn,NY
32840,Pubs,4,2,353,The Rookery,Brooklyn,NY
32841,Pubs,4,2,353,The Rookery,Brooklyn,NY
32842,Pubs,4,2,353,The Rookery,Brooklyn,NY
32843,Pubs,4,2,353,The Rookery,Brooklyn,NY
32844,Pubs,4,2,353,The Rookery,Brooklyn,NY
32845,Pubs,4,2,353,The Rookery,Brooklyn,NY
32846,Pubs,4,2,353,The Rookery,Brooklyn,NY
32847,Pubs,4,2,353,The Rookery,Brooklyn,NY
32848,Pubs,4,2,353,The Rookery,Brooklyn,NY
32849,Pubs,4,2,353,The Rookery,Brooklyn,NY
32850,Pubs,4,2,353,The Rookery,Brooklyn,NY
32851,Pubs,4,2,353,The Rookery,Brooklyn,NY
32852,Pubs,4,2,353,The Rookery,Brooklyn,NY
32853,Pubs,4,2,353,The Rookery,Brooklyn,NY
32854,Pubs,4,2,353,The Rookery,Brooklyn,NY
32855,Pubs,4,2,353,The Rookery,Brooklyn,NY
32856,Pubs,4,2,353,The Rookery,Brooklyn,NY
32857,Pubs,4,2,353,The Rookery,Brooklyn,NY
32858,Pubs,4,2,353,The Rookery,Brooklyn,NY
32859,Pubs,4,2,353,The Rookery,Brooklyn,NY
32860,Pubs,4,2,353,The Rookery,Brooklyn,NY
32861,Pubs,4,2,353,The Rookery,Brooklyn,NY
32862,Pubs,4,2,353,The Rookery,Brooklyn,NY
32863,Pubs,4,2,353,The Rookery,Brooklyn,NY
32864,Pubs,4,2,353,The Rookery,Brooklyn,NY
32865,Pubs,4,2,353,The Rookery,Brooklyn,NY
32866,Pubs,4,2,353,The Rookery,Brooklyn,NY
32867,Pubs,4,2,353,The Rookery,Brooklyn,NY
32868,Pubs,4,2,353,The Rookery,Brooklyn,NY
32869,Pubs,4,2,353,The Rookery,Brooklyn,NY
32870,Pubs,4,2,353,The Rookery,Brooklyn,NY
32871,Pubs,4,2,353,The Rookery,Brooklyn,NY
32872,Pubs,4,2,353,The Rookery,Brooklyn,NY
32873,Pubs,4,2,353,The Rookery,Brooklyn,NY
32874,Pubs,4,2,353,The Rookery,Brooklyn,NY
32875,Pubs,4,2,353,The Rookery,Brooklyn,NY
32876,Pubs,4,2,353,The Rookery,Brooklyn,NY
32877,Pubs,4,2,353,The Rookery,Brooklyn,NY
32878,Pubs,4,2,353,The Rookery,Brooklyn,NY
32879,Pubs,4,2,353,The Rookery,Brooklyn,NY
32880,Pubs,4,2,353,The Rookery,Brooklyn,NY
32881,Pubs,4,2,353,The Rookery,Brooklyn,NY
32882,Pubs,4,2,353,The Rookery,Brooklyn,NY
32883,Pubs,4,2,353,The Rookery,Brooklyn,NY
32884,Pubs,4,2,353,The Rookery,Brooklyn,NY
32885,Pubs,4,2,353,The Rookery,Brooklyn,NY
32886,Pubs,4,2,353,The Rookery,Brooklyn,NY
32887,Pubs,4,2,353,The Rookery,Brooklyn,NY
32888,Pubs,4,2,353,The Rookery,Brooklyn,NY
32889,Pubs,4,2,353,The Rookery,Brooklyn,NY
32890,Pubs,4,2,353,The Rookery,Brooklyn,NY
32891,Pubs,4,2,353,The Rookery,Brooklyn,NY
32892,Pubs,4,2,353,The Rookery,Brooklyn,NY
32893,Pubs,4,2,353,The Rookery,Brooklyn,NY
32894,Pubs,4,2,353,The Rookery,Brooklyn,NY
32895,Pubs,4,2,353,The Rookery,Brooklyn,NY
32896,Pubs,4,2,353,The Rookery,Brooklyn,NY
32897,Pubs,4,2,353,The Rookery,Brooklyn,NY
32898,Pubs,4,2,353,The Rookery,Brooklyn,NY
32899,Pubs,4,2,353,The Rookery,Brooklyn,NY
32900,Pubs,4,2,353,The Rookery,Brooklyn,NY
32901,Pubs,4,2,353,The Rookery,Brooklyn,NY
32902,Pubs,4,2,353,The Rookery,Brooklyn,NY
32903,Pubs,4,2,353,The Rookery,Brooklyn,NY
32904,Pubs,4,2,353,The Rookery,Brooklyn,NY
32905,Pubs,4,2,353,The Rookery,Brooklyn,NY
32906,Pubs,4,2,353,The Rookery,Brooklyn,NY
32907,Pubs,4,2,353,The Rookery,Brooklyn,NY
32908,Pubs,4,2,353,The Rookery,Brooklyn,NY
32909,Pubs,4,2,353,The Rookery,Brooklyn,NY
32910,Pubs,4,2,353,The Rookery,Brooklyn,NY
32911,Pubs,4,2,353,The Rookery,Brooklyn,NY
32912,Pubs,4,2,353,The Rookery,Brooklyn,NY
32913,Pubs,4,2,353,The Rookery,Brooklyn,NY
32914,Pubs,4,2,353,The Rookery,Brooklyn,NY
32915,Pubs,4,2,353,The Rookery,Brooklyn,NY
32916,Pubs,4,2,353,The Rookery,Brooklyn,NY
32917,Pubs,4,2,353,The Rookery,Brooklyn,NY
32918,Pubs,4,2,353,The Rookery,Brooklyn,NY
32919,Pubs,4,2,353,The Rookery,Brooklyn,NY
32920,Pubs,4,2,353,The Rookery,Brooklyn,NY
32921,Pubs,4,2,353,The Rookery,Brooklyn,NY
32922,Pubs,4,2,353,The Rookery,Brooklyn,NY
32923,Pubs,4,2,353,The Rookery,Brooklyn,NY
32924,Pubs,4,2,353,The Rookery,Brooklyn,NY
32925,Pubs,4,2,353,The Rookery,Brooklyn,NY
32926,Pubs,4,2,353,The Rookery,Brooklyn,NY
32927,Pubs,4,2,353,The Rookery,Brooklyn,NY
32928,Pubs,4,2,353,The Rookery,Brooklyn,NY
32929,Pubs,4,2,353,The Rookery,Brooklyn,NY
32930,Pubs,4,2,353,The Rookery,Brooklyn,NY
32931,Pubs,4,2,353,The Rookery,Brooklyn,NY
32932,Pubs,4,2,353,The Rookery,Brooklyn,NY
32933,Pubs,4,2,353,The Rookery,Brooklyn,NY
32934,Pubs,4,2,353,The Rookery,Brooklyn,NY
32935,Pubs,4,2,353,The Rookery,Brooklyn,NY
32936,Pubs,4,2,353,The Rookery,Brooklyn,NY
32937,Pubs,4,2,353,The Rookery,Brooklyn,NY
32938,Pubs,4,2,353,The Rookery,Brooklyn,NY
32939,Pubs,4,2,353,The Rookery,Brooklyn,NY
32940,Pubs,4,2,353,The Rookery,Brooklyn,NY
32941,Pubs,4,2,353,The Rookery,Brooklyn,NY
32942,Pubs,4,2,353,The Rookery,Brooklyn,NY
32943,Pubs,4,2,353,The Rookery,Brooklyn,NY
32944,Pubs,4,2,353,The Rookery,Brooklyn,NY
32945,Pubs,4,2,353,The Rookery,Brooklyn,NY
32946,Pubs,4,2,353,The Rookery,Brooklyn,NY
32947,Pubs,4,2,353,The Rookery,Brooklyn,NY
32948,Pubs,4,2,353,The Rookery,Brooklyn,NY
32949,Pubs,4,2,353,The Rookery,Brooklyn,NY
32950,Pubs,4,2,353,The Rookery,Brooklyn,NY
32951,Pubs,4,2,353,The Rookery,Brooklyn,NY
32952,Pubs,4,2,353,The Rookery,Brooklyn,NY
32953,Pubs,4,2,353,The Rookery,Brooklyn,NY
32954,Pubs,4,2,353,The Rookery,Brooklyn,NY
32955,Pubs,4,2,353,The Rookery,Brooklyn,NY
32956,Pubs,4,2,353,The Rookery,Brooklyn,NY
32957,Pubs,4,2,353,The Rookery,Brooklyn,NY
32958,Pubs,4,2,353,The Rookery,Brooklyn,NY
32959,Pubs,4,2,353,The Rookery,Brooklyn,NY
32960,Pubs,4,2,353,The Rookery,Brooklyn,NY
32961,Pubs,4,2,353,The Rookery,Brooklyn,NY
32962,Pubs,4,2,353,The Rookery,Brooklyn,NY
32963,Pubs,4,2,353,The Rookery,Brooklyn,NY
32964,Pubs,4,2,353,The Rookery,Brooklyn,NY
32965,Pubs,4,2,353,The Rookery,Brooklyn,NY
32966,Pubs,4,2,353,The Rookery,Brooklyn,NY
32967,Pubs,4,2,353,The Rookery,Brooklyn,NY
32968,Pubs,4,2,353,The Rookery,Brooklyn,NY
32969,Pubs,4,2,353,The Rookery,Brooklyn,NY
32970,Pubs,4,2,353,The Rookery,Brooklyn,NY
32971,Pubs,4,2,353,The Rookery,Brooklyn,NY
32972,Pubs,4,2,353,The Rookery,Brooklyn,NY
32973,Pubs,4,2,353,The Rookery,Brooklyn,NY
32974,Pubs,4,2,353,The Rookery,Brooklyn,NY
32975,Pubs,4,2,353,The Rookery,Brooklyn,NY
32976,Pubs,4,2,353,The Rookery,Brooklyn,NY
32977,Pubs,4,2,353,The Rookery,Brooklyn,NY
32978,Pubs,4,2,353,The Rookery,Brooklyn,NY
32979,Pubs,4,2,353,The Rookery,Brooklyn,NY
32980,Pubs,4,2,353,The Rookery,Brooklyn,NY
32981,Pubs,4,2,353,The Rookery,Brooklyn,NY
32982,Pubs,4,2,353,The Rookery,Brooklyn,NY
32983,Pubs,4,2,353,The Rookery,Brooklyn,NY
32984,Pubs,4,2,353,The Rookery,Brooklyn,NY
32985,Pubs,4,2,353,The Rookery,Brooklyn,NY
32986,Taiwanese,4.5,1,95,A-Pou's Taste,Brooklyn,NY
32987,Cafes,4,2,273,Win Son Bakery,Brooklyn,NY
32988,Breakfast & Brunch,5,1,127,Bushwick Grind Cafe,Brooklyn,NY
32989,Korean,4.5,2,256,Silver Factory,Brooklyn,NY
32990,Korean,4.5,2,256,Silver Factory,Brooklyn,NY
32991,Korean,4.5,2,256,Silver Factory,Brooklyn,NY
32992,Korean,4.5,2,256,Silver Factory,Brooklyn,NY
32993,Korean,4.5,2,256,Silver Factory,Brooklyn,NY
32994,Korean,4.5,2,256,Silver Factory,Brooklyn,NY
32995,Korean,4.5,2,256,Silver Factory,Brooklyn,NY
32996,Korean,4.5,2,256,Silver Factory,Brooklyn,NY
32997,Korean,4.5,2,256,Silver Factory,Brooklyn,NY
32998,Korean,4.5,2,256,Silver Factory,Brooklyn,NY
32999,Korean,4.5,2,256,Silver Factory,Brooklyn,NY
